"","Date","Governorate","Target","facility_type"
"6627","14/02/2016","Al Bayda","-","Unknown"
"6628","14/02/2016","Aden","Residential Area","Residential Area"
"6629","14/02/2016","Ibb","Civilians' houses","Residential Area"
"6630","14/02/2016","Ibb","-","Unknown"
"6631","14/02/2016","Al Mahwit","-","Unknown"
"6632","14/02/2016","Al Mahwit","-","Unknown"
"6633","14/02/2016","Al Mahwit","-","Unknown"
"6634","14/02/2016","Al Mahwit","Civilian's house","Residential Area"
"6635","14/02/2016","Al Mahwit","-","Unknown"
"6636","14/02/2016","Lahj","-","Unknown"
"6637","14/02/2016","Lahj","-","Unknown"
"6638","14/02/2016","Lahj","-","Unknown"
"6639","14/02/2016","Lahj","Tractor","Unknown"
"6640","14/02/2016","Lahj","-","Unknown"
"6641","15/02/2016","Lahj","-","Unknown"
"6642","15/02/2016","Lahj","-","Unknown"
"6643","15/02/2016","Lahj","-","Unknown"
"6644","15/02/2016","Marib","Farm","Farms"
"6645","15/02/2016","Marib","Agricultural research building","Gov. Compounds"
"6646","15/02/2016","Al Bayda","-","Unknown"
"6647","15/02/2016","Al Bayda","Telecommunications building","Communication"
"6648","15/02/2016","Al Bayda","Power building","Water & Electricity"
"6649","15/02/2016","Ibb","Mahmoud Al-Taweel Bin Hozaim house","Residential Area"
"6650","15/02/2016","Ibb","-","Unknown"
"6651","15/02/2016","Aden","Telecommunications building","Communication"
"6652","15/02/2016","Al Mahwit","Two Cars","Vehicle/buss"
"6653","15/02/2016","Al Mahwit","Travellers rest place","Residential Area"
"6654","15/02/2016","Al Mahwit","-","Unknown"
"6655","15/02/2016","Al Mahwit","Civilian's car","Vehicle/buss"
"6656","15/02/2016","Al Mahwit","Water well","Water & Electricity"
"6657","15/02/2016","Al Mahwit","Civilian's house","Residential Area"
"6658","15/02/2016","Lahj","-","Unknown"
"6659","15/02/2016","Lahj","Al-Mukha port","Transport"
"6660","15/02/2016","Lahj","Hospital","Hospital"
"6661","15/02/2016","Lahj","-","Unknown"
"6662","16/02/2016","Lahj","Al-Nahdain Military Camp","Military Site"
"6663","16/02/2016","Lahj","-","Unknown"
"6664","16/02/2016","Lahj","Tourest rest place","Parks/Resorts"
"6665","16/02/2016","Lahj","Main Road","Transport"
"6666","16/02/2016","Lahj","Nabeal Mohsin house","Residential Area"
"6667","16/02/2016","Lahj","Residential area","Residential Area"
"6668","16/02/2016","Lahj","Maswarah market","Market place"
"6669","16/02/2016","Lahj","Residential area","Residential Area"
"6670","16/02/2016","Al Dhale'e","Amran cement factory stones crusher","Factory"
"6671","16/02/2016","Hajjah","-","Unknown"
"6672","16/02/2016","Al Hudaydah","Telecommunications Towers","Communication"
"6673","16/02/2016","Al Hudaydah","Water Tank","Water & Electricity"
"6674","16/02/2016","Marib","Al-Hudaydah Airport ","Transport"
"6675","16/02/2016","Marib","Al-Rahabi Food Storage Unit","Food (storage/transportation)"
"6676","16/02/2016","Amran","-","Unknown"
"6677","16/02/2016","Ibb","Civilian's car","Vehicle/buss"
"6678","16/02/2016","Ibb","-","Unknown"
"6679","16/02/2016","Ibb","-","Unknown"
"6680","16/02/2016","Ibb","Anti-Houthi Groups","Forces"
"6681","16/02/2016","Al Mahwit","Civilians' houses","Residential Area"
"6682","16/02/2016","Al Mahwit","Civilian's car","Vehicle/buss"
"6683","16/02/2016","Al Mahwit","Car arrying fruits","Vehicle/buss"
"6684","16/02/2016","Al Mahwit","Al-Saifi Military Camp","Unknown"
"6685","16/02/2016","Al Mahwit","Telecommunications Towers","Communication"
"6686","16/02/2016","Al Mahwit","Stones crusher","Unknown"
"6687","16/02/2016","Al Mahwit","-","Unknown"
"6688","16/02/2016","Al Mahwit","-","Unknown"
"6689","16/02/2016","Al Mahwit","-","Unknown"
"6690","16/02/2016","Al Mahwit","-","Unknown"
"6691","16/02/2016","Lahj","Telecommunications Towers","Communication"
"6692","16/02/2016","Lahj","Civilian's house","Residential Area"
"6693","16/02/2016","Lahj","Food truck","Food (storage/transportation)"
"6694","16/02/2016","Lahj","-","Unknown"
"6695","17/02/2016","Lahj","Al-Daylami Airbase","Military Site"
"6696","17/02/2016","Lahj","Sana'a International Airport","Transport"
"6697","17/02/2016","Lahj","Al-Nahdain Military Camp","Military Site"
"6698","17/02/2016","Lahj","Tarish Al-Na'eemi house","Residential Area"
"6699","17/02/2016","Lahj","Civilian's car","Vehicle/buss"
"6700","17/02/2016","Lahj","-","Unknown"
"6701","17/02/2016","Lahj","-","Unknown"
"6702","17/02/2016","Lahj","-","Unknown"
"6703","17/02/2016","Lahj","Al-Sawad Military Camp","Military Site"
"6704","17/02/2016","Al Hudaydah","-","Unknown"
"6705","17/02/2016","Al Hudaydah","-","Unknown"
"6706","17/02/2016","Amran","Al-Sayani Chicken farm","Farms"
"6707","17/02/2016","Dhamar","Masaud Hadi Hussayn house","Residential Area"
"6708","17/02/2016","Dhamar","-","Unknown"
"6709","17/02/2016","Dhamar","Civilian's house","Residential Area"
"6710","17/02/2016","Ibb","House","Figure"
"6711","17/02/2016","Ibb","Pro-Houthi forces","Forces"
"6712","17/02/2016","Ibb","-","Unknown"
"6713","17/02/2016","Al Mahwit","Main Road","Transport"
"6714","17/02/2016","Al Mahwit","-","Unknown"
"6715","17/02/2016","Al Mahwit","Civilian's car","Vehicle/buss"
"6716","17/02/2016","Al Mahwit","Civilians' houses","Residential Area"
"6717","17/02/2016","Al Mahwit","Farms","Farms"
"6718","17/02/2016","Lahj","Pro-Houthi forces","Forces"
"6719","17/02/2016","Lahj","-","Unknown"
"6720","17/02/2016","Lahj","-","Unknown"
"6721","18/02/2016","Lahj","Al-Nahdain Military Camp","Military Site"
"6722","18/02/2016","Lahj","Residential Area","Residential Area"
"6723","18/02/2016","Lahj","House (reportedly belonging to Ahmad Al-Dhari)","Residential Area"
"6724","18/02/2016","Lahj","Yahees Military Camp","Military Site"
"6725","18/02/2016","Lahj","Residential area","Residential Area"
"6726","18/02/2016","Al Dhale'e","Amran cement factory stones crusher","Factory"
"6727","18/02/2016","Al Hudaydah","-","Unknown"
"6728","18/02/2016","Marib","Al-Hudaydah airport","Transport"
"6729","18/02/2016","Amran","Residential area","Residential Area"
"6730","18/02/2016","Dhamar","Gas Truck","Oil & Gas"
"6731","18/02/2016","Al Bayda","Pro-Houthi forces","Forces"
"6732","18/02/2016","Ibb","Sirwah market","Market place"
"6733","18/02/2016","Ibb","GPC HQ","HQ"
"6734","18/02/2016","Ibb","-","Unknown"
"6735","18/02/2016","Ibb","-","Unknown"
"6736","18/02/2016","Al Mahwit","-","Unknown"
"6737","18/02/2016","Al Mahwit","-","Unknown"
"6738","18/02/2016","Al Mahwit","-","Unknown"
"6739","18/02/2016","Al Mahwit","-","Unknown"
"6740","18/02/2016","Al Mahwit","Telecommuniations building","Communication"
"6741","18/02/2016","Lahj","-","Unknown"
"6742","19/02/2016","Lahj","Al-Nahdain Military Camp","Military Site"
"6743","19/02/2016","Lahj","Near the Cleaning Fund","Military Site"
"6744","19/02/2016","Lahj","Civilians' houses","Residential Area"
"6745","19/02/2016","Lahj","-","Unknown"
"6746","19/02/2016","Lahj","-","Unknown"
"6747","19/02/2016","Lahj","Soltan Farhan house","Residential Area"
"6748","19/02/2016","Lahj","Ahmad Rabeed house","Residential Area"
"6749","19/02/2016","Lahj","Soltan Farhan house","Residential Area"
"6750","19/02/2016","Lahj","Ahmad Rabeed house","Residential Area"
"6751","19/02/2016","Lahj","-","Unknown"
"6752","19/02/2016","Al Dhale'e","Amran cement factory stones crusher","Factory"
"6753","19/02/2016","Al Hudaydah","-","Unknown"
"6754","19/02/2016","Al Hudaydah","25th Mechanized Infantry Brigade","Military Site"
"6755","19/02/2016","Marib","Palm treea","Farms"
"6756","19/02/2016","Ibb","Two farms","Farms"
"6757","19/02/2016","Ibb","Residential Area","Residential Area"
"6758","19/02/2016","Ibb","Pro-Houthi forces","Forces"
"6759","19/02/2016","Ibb","Qasim Abdullah Hossayn house","Residential Area"
"6760","19/02/2016","Al Mahwit","-","Unknown"
"6761","19/02/2016","Lahj","-","Unknown"
"6762","19/02/2016","Lahj","-","Unknown"
"6763","19/02/2016","Lahj","-","Unknown"
"6764","20/02/2016","Lahj","Al-Nahdain Military Camp","Military Site"
"6765","20/02/2016","Lahj","Sana'a International Airport","Transport"
"6766","20/02/2016","Lahj","Sana'a International Airport","Transport"
"6767","20/02/2016","Lahj","Missiles Brigade Camp","Military Site"
"6768","20/02/2016","Lahj","Special forces Military Camp","Military Site"
"6769","20/02/2016","Lahj","Al-Orqoub Military Camp","Military Site"
"6770","20/02/2016","Lahj","-","Unknown"
"6771","20/02/2016","Lahj","-","Unknown"
"6772","20/02/2016","Lahj","Al-Orqoub Military Camp","Military Site"
"6773","20/02/2016","Lahj","-","Unknown"
"6774","20/02/2016","Lahj","Al-Sama'a Military Camp","Military Site"
"6775","20/02/2016","Al Dhale'e","-","Unknown"
"6776","20/02/2016","Dhamar","-","Unknown"
"6777","20/02/2016","Ibb","Civilians' houses","Residential Area"
"6778","20/02/2016","Ibb","Mobarak Al-Moshin farm","Farms"
"6779","20/02/2016","Ibb","-","Unknown"
"6780","20/02/2016","Al Bayda","-","Unknown"
"6781","20/02/2016","Al Bayda","Pro-Houthi forces","Forces"
"6782","20/02/2016","Al Bayda","Anti-Houthi Groups","Forces"
"6783","20/02/2016","Al Bayda","-","Unknown"
"6784","20/02/2016","Al Mahwit","-","Unknown"
"6785","20/02/2016","Al Mahwit","-","Unknown"
"6786","20/02/2016","Hadramaut","","Unknown"
"6787","20/02/2016","Lahj","Water Tank","Water & Electricity"
"6788","20/02/2016","Lahj","Dhubab hospital","Hospital"
"6789","20/02/2016","Lahj","-","Unknown"
"6790","20/02/2016","Lahj","Water Tank","Water & Electricity"
"6791","21/02/2016","Lahj","Sana'a International Airport","Military Site"
"6792","21/02/2016","Lahj","Al-Sama'a Military Camp","Military Site"
"6793","21/02/2016","Lahj","Al-Farijah Military Camp","Military Site"
"6794","21/02/2016","Lahj","House","Figure"
"6795","21/02/2016","Lahj","Al-Orqoub Military Camp","Military Site"
"6796","21/02/2016","Lahj","Civilian's Vehicle","Vehicle/buss"
"6797","21/02/2016","Lahj","-","Unknown"
"6798","21/02/2016","Lahj","2 Houses (reportedly belonging to Al-Saied Familiy)","Residential Area"
"6799","21/02/2016","Al Hudaydah","Pro-Houthi forces","Forces"
"6800","21/02/2016","Dhamar","-","Unknown"
"6801","21/02/2016","Al Bayda","Pro-Houthi forces","Forces"
"6802","21/02/2016","Ibb","House","Figure"
"6803","21/02/2016","Ibb","House","Figure"
"6804","21/02/2016","Ibb","Civilians' Houses","Residential Area"
"6805","21/02/2016","Ibb","-","Unknown"
"6806","21/02/2016","Ibb","Saleh Hamad Al-Shareef house","Residential Area"
"6807","21/02/2016","Al Mahwit","Residential Area","Residential Area"
"6808","21/02/2016","Al Mahwit","-","Unknown"
"6809","21/02/2016","Al Mahwit","-","Unknown"
"6810","21/02/2016","Al Mahwit","-","Unknown"
"6811","21/02/2016","Al Mahwit","Al-Hamzi familit house","Residential Area"
"6812","21/02/2016","Al Mahwit","-","Unknown"
"6813","21/02/2016","Lahj","Boat","Transport"
"6814","21/02/2016","Lahj","Al-Mukha port","Transport"
"6815","21/02/2016","Lahj","Hospital","Hospital"
"6816","21/02/2016","Lahj","-","Unknown"
"6817","21/02/2016","Lahj","Al-Omary Schools","School"
"6818","22/02/2016","Lahj","Mohammed Abo Hatim house","Residential Area"
"6819","22/02/2016","Lahj","Nasir Al-Na'eemi house","Residential Area"
"6820","22/02/2016","Lahj","Al-Sama'a Military Camp","Military Site"
"6821","22/02/2016","Al Dhale'e","-","Unknown"
"6822","22/02/2016","Al Dhale'e","Civilian's House","Residential Area"
"6823","22/02/2016","Al Dhale'e","-","Unknown"
"6824","22/02/2016","Dhamar","Ali Saleh Al-Salihi vegetable truck","Food (storage/transportation)"
"6825","22/02/2016","Dhamar","-","Unknown"
"6826","22/02/2016","Dhamar","-","Unknown"
"6827","22/02/2016","Ibb","Food truck","Food (storage/transportation)"
"6828","22/02/2016","Ibb","Civilian's House","Residential Area"
"6829","22/02/2016","Ibb","Pro-Houthi forces","Forces"
"6830","22/02/2016","Ibb","Houses (reportedly belonging to business man Naji Al-Milahi Al-Zaiedi)","Residential Area"
"6831","22/02/2016","Ibb","Sajlan Bridge","Transport"
"6832","22/02/2016","Al Mahwit","Sa'ada Military HQ","Military Site"
"6833","22/02/2016","Al Mahwit","Bricks Factory","Private factory"
"6834","22/02/2016","Al Mahwit","Hameed Hadwan house","Residential Area"
"6835","22/02/2016","Al Mahwit","-","Unknown"
"6836","22/02/2016","Lahj","Al-Mukha port","Transport"
"6837","22/02/2016","Lahj","35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"6838","22/02/2016","Lahj","Pro-Houthi forces","Forces"
"6839","22/02/2016","Lahj","-","Unknown"
"6840","23/02/2016","Lahj","-","Unknown"
"6841","23/02/2016","Lahj","Maswarah market","Market place"
"6842","23/02/2016","Lahj","Al-Sama'a Military Camp","Military Site"
"6843","23/02/2016","Lahj","Residential Area","Residential Area"
"6844","23/02/2016","Al Dhale'e","Fuel truck","Oil & Gas"
"6845","23/02/2016","Al Dhale'e","Farm","Farms"
"6846","23/02/2016","Al Dhale'e","-","Unknown"
"6847","23/02/2016","Al Hudaydah","-","Unknown"
"6848","23/02/2016","Al Hudaydah","Haran market","Market place"
"6849","23/02/2016","Al Hudaydah","-","Unknown"
"6850","23/02/2016","Marib","-","Unknown"
"6851","23/02/2016","Marib","Al-Hudaydah Airport","Transport"
"6852","23/02/2016","Marib","Wood factory","Private factory"
"6853","23/02/2016","Marib","Metal factory","Private factory"
"6854","23/02/2016","Marib","-","Unknown"
"6855","23/02/2016","Dhamar","-","Unknown"
"6856","23/02/2016","Dhamar","Vegetables truck","Food (storage/transportation)"
"6857","23/02/2016","Al Bayda","Pro-Houthi forces","Forces"
"6858","23/02/2016","Ibb","Pro-Houthi forces","Forces"
"6859","23/02/2016","Ibb","Ahmad Hantash car","Vehicle/buss"
"6860","23/02/2016","Ibb","IDPs camp","Residential Area"
"6861","23/02/2016","Al Mahwit","-","Unknown"
"6862","23/02/2016","Al Mahwit","Civilian's House","Residential Area"
"6863","23/02/2016","Lahj","-","Unknown"
"6864","23/02/2016","Lahj","-","Unknown"
"6865","23/02/2016","Lahj","35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"6866","24/02/2016","Lahj","Civilians' Houses","Residential Area"
"6867","24/02/2016","Sa'ada","-","Unknown"
"6868","24/02/2016","Al Hudaydah","-","Unknown"
"6869","24/02/2016","Marib","Woods Storgae units","Private factory"
"6870","24/02/2016","Marib","-","Unknown"
"6871","24/02/2016","Marib","-","Unknown"
"6872","24/02/2016","Dhamar","2 food trucks","Transport"
"6873","24/02/2016","Dhamar","-","Unknown"
"6874","24/02/2016","Dhamar","-","Unknown"
"6875","24/02/2016","Ibb","-","Unknown"
"6876","24/02/2016","Ibb","Anti-Houthi Groups","Forces"
"6877","24/02/2016","Ibb","Al-Aldawlah houses","Residential Area"
"6878","24/02/2016","Ibb","Health Centre","Medical Centres"
"6879","24/02/2016","Ibb","Pro-Houthi forces","Forces"
"6880","24/02/2016","Ibb","-","Unknown"
"6881","24/02/2016","Ibb","Bridge","Transport"
"6882","24/02/2016","Ibb","Sirwah market","Market place"
"6883","24/02/2016","Al Mahwit","Civilian's House","Residential Area"
"6884","24/02/2016","Lahj","-","Unknown"
"6885","25/02/2016","Lahj","House (reportedly belonging to Mohammed Al-Aabi)","Residential Area"
"6886","25/02/2016","Lahj","Wedding Hall","Social gathering"
"6887","25/02/2016","Lahj","Al-Nahdain Military Camp","Military Site"
"6888","25/02/2016","Lahj","-","Unknown"
"6889","25/02/2016","Lahj","Al-Nahdain Military Camp","Military Site"
"6890","25/02/2016","Lahj","Missiles Brigade Camp","Military Site"
"6891","25/02/2016","Lahj","Ahmad Rabeed house","Residential Area"
"6892","25/02/2016","Lahj","-","Unknown"
"6893","25/02/2016","Lahj","Nasir Morait house","Residential Area"
"6894","25/02/2016","Lahj","-","Unknown"
"6895","25/02/2016","Lahj","-","Unknown"
"6896","25/02/2016","Al Hudaydah","-","Unknown"
"6897","25/02/2016","Marib","Residential Area","Residential Area"
"6898","25/02/2016","Dhamar","-","Unknown"
"6899","25/02/2016","Dhamar","-","Unknown"
"6900","25/02/2016","Al Bayda","Pro-Houthi forces","Forces"
"6901","25/02/2016","Ibb","-","Unknown"
"6902","25/02/2016","Ibb","Civilian's House","Residential Area"
"6903","25/02/2016","Al Mahwit","Civilian's House","Residential Area"
"6904","25/02/2016","Hadramaut","119th Infantry Brigade","Military Site"
"6905","25/02/2016","Lahj","Residential Area","Residential Area"
"6906","25/02/2016","Lahj","-","Unknown"
"6907","25/02/2016","Lahj","-","Unknown"
"6908","25/02/2016","Lahj","Residential Area","Residential Area"
"6909","25/02/2016","Lahj","Residential Area","Residential Area"
"6910","25/02/2016","Lahj","Pro-Houthi forces","Forces"
"6911","25/02/2016","Lahj","35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"6912","25/02/2016","Lahj","Farm","Farms"
"6913","26/02/2016","Lahj","Al-Nahdain Military Camp","Military Site"
"6914","26/02/2016","Lahj","Al-Manar Military Camp","Military Site"
"6915","26/02/2016","Lahj","Gholab Al-Qafa'ah car","Vehicle/buss"
"6916","26/02/2016","Lahj","-","Unknown"
"6917","26/02/2016","Lahj","-","Unknown"
"6918","26/02/2016","Al Hudaydah","-","Unknown"
"6919","26/02/2016","Al Hudaydah","25th Mechanized Infantry Brigade","Military Site"
"6920","26/02/2016","Dhamar","-","Unknown"
"6921","26/02/2016","Ibb","4 houses ","Figure"
"6922","26/02/2016","Ibb","Pro-Houthi forces","Forces"
"6923","26/02/2016","Ibb","-","Unknown"
"6924","26/02/2016","Al Mahwit","Civilian's House","Residential Area"
"6925","26/02/2016","Al Mahwit","-","Unknown"
"6926","26/02/2016","Al Mahwit","-","Unknown"
"6927","26/02/2016","Al Mahwit","Al-Moqbil fortress","Historical buildings/Towns"
"6928","26/02/2016","Al Mahwit","-","Unknown"
"6929","26/02/2016","Al Mahwit","Kahlan Military Camp","Military Site"
"6930","26/02/2016","Lahj","-","Unknown"
"6931","26/02/2016","Lahj","35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp)","Military Site"
"6932","26/02/2016","Lahj","Pro-Houthi forces","Forces"
"6933","26/02/2016","Lahj","22nd Armoured Brigade","Military Site"
"6934","26/02/2016","Lahj","-","Unknown"
"6935","27/02/2016","Lahj","House (reportedly located in the opposite side of Rahah transportation Company)","Residential Area"
"6936","27/02/2016","Lahj","Al-Nahdain Military Camp","Military Site"
"6937","27/02/2016","Lahj","Al-Nahdain Military Camp","Military Site"
"6938","27/02/2016","Lahj","Missiles Brigade Camp","Military Site"
"6939","27/02/2016","Lahj","-","Unknown"
"6940","27/02/2016","Lahj","Khulqa market","Market place"
"6941","27/02/2016","Lahj","Residential area","Residential Area"
"6942","27/02/2016","Al Dhale'e","Technical Institute","Institute"
"6943","27/02/2016","Amran","Chickens farm","Farms"
"6944","27/02/2016","Dhamar","-","Unknown"
"6945","27/02/2016","Dhamar","-","Unknown"
"6946","27/02/2016","Ibb","Sirwah market","Market place"
"6947","27/02/2016","Ibb","-","Unknown"
"6948","27/02/2016","Ibb","Main Road","Transport"
"6949","27/02/2016","Ibb","Farm","Farms"
